City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
96,Messina,IT,2021-04-15 14:46:24,38.1933,15.5497,59.0,82,40,9.22
97,Bonthe,SL,2021-04-15 14:47:29,7.5264,-12.505,85.95,64,45,12.17
98,Avarua,CK,2021-04-15 14:47:29,-21.2078,-159.775,73.4,94,75,2.3
99,Asau,RO,2021-04-15 14:47:30,46.4333,26.4,46.99,39,93,5.61
100,Sao Bento,BR,2021-04-15 14:47:30,-6.2833,-37.75,81.57,65,100,7.45
101,Werda,BW,2021-04-15 14:47:31,-25.2667,23.2833,87.98,16,16,5.91
102,Tevaitoa,PF,2021-04-15 14:47:31,-16.7833,-151.5,82.08,74,100,12.73
103,Leningradskiy,RU,2021-04-15 14:47:32,69.3833,178.4167,7.68,81,54,8.93
104,Rawson,AR,2021-04-15 14:47:32,-43.3002,-65.1023,64.62,32,0,9.66
105,Ivankiv,UA,2021-04-15 14:47:33,50.9386,29.8943,51.8,71,40,6.71
106,Dwarka,IN,2021-04-15 14:47:33,22.2394,68.9678,80.98,75,2,12.41
107,Arraial Do Cabo,BR,2021-04-15 14:47:34,-22.9661,-42.0278,80.6,57,40,4.61
108,Faanui,PF,2021-04-15 14:47:34,-16.4833,-151.75,81.84,74,94,13.53
109,Matamoros,MX,2021-04-15 14:47:35,25.5333,-103.25,72.0,37,1,2.57
110,Bonavista,CA,2021-04-15 14:47:35,48.6499,-53.1147,34.0,75,100,4.61
111,Ismailia,EG,2021-04-15 14:47:36,30.6043,32.2723,78.8,34,0,9.22
112,Tiruvannamalai,IN,2021-04-15 14:47:36,12.2167,79.0667,79.3,69,100,3.56
113,Chara,RU,2021-04-15 14:47:37,56.9064,118.2631,12.99,71,51,3.02
114,San Julian,MX,2021-04-15 14:47:37,21.0167,-102.1667,70.97,22,0,6.55
115,Da Lat,VN,2021-04-15 14:47:38,11.9465,108.4419,62.64,92,40,0.27
116,Castro,BR,2021-04-15 14:46:48,-24.7911,-50.0119,68.63,63,53,6.42
117,Ilulissat,GL,2021-04-15 14:47:39,69.2167,-51.1,14.0,67,75,10.36
118,Masty,BY,2021-04-15 14:47:40,53.4122,24.5387,44.6,93,90,13.42
119,Kempele,FI,2021-04-15 14:47:40,64.9131,25.5034,44.6,45,0,9.22
120,Clyde River,CA,2021-04-15 14:47:41,70.4692,-68.5914,1.4,71,20,18.41
121,Rypefjord,NO,2021-04-15 14:47:41,70.6333,23.6667,33.8,100,90,16.11
122,Tomatlan,MX,2021-04-15 14:46:08,19.9333,-105.25,79.3,45,0,2.35
123,Ponta Do Sol,PT,2021-04-15 14:47:42,32.6667,-17.1,68.0,68,40,12.66
124,Longyearbyen,SJ,2021-04-15 14:45:09,78.2186,15.6401,17.6,93,90,21.85
125,Northam,GB,2021-04-15 14:47:42,51.0333,-4.2167,53.01,52,10,1.99
126,Timbiqui,CO,2021-04-15 14:47:43,2.7717,-77.6654,78.33,90,100,5.95
127,Xining,CN,2021-04-15 14:47:44,36.6167,101.7667,38.98,58,41,8.34
128,Kampene,CD,2021-04-15 14:47:44,-3.6,26.6667,73.29,90,100,3.31
129,Tuktoyaktuk,CA,2021-04-15 14:47:45,69.4541,-133.0374,23.0,93,90,4.61
130,Bredasdorp,ZA,2021-04-15 14:47:45,-34.5322,20.0403,68.0,73,100,10.36
131,Waycross,US,2021-04-15 14:47:46,31.2136,-82.354,70.0,60,40,8.05
132,Quatre Cocos,MU,2021-04-15 14:47:46,-20.2078,57.7625,81.0,89,75,3.44
